,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
90,8.380951862549207,-109.92948218229638,43.780389668949866,175.76002795163936,-79.53681464740349,-93.36033622361101,403.10165757510856,1604.6620386883576,-601.4833031569107,-1005.0108791902024
91,104.41330043512193,-562.006006904761,222.63076285866572,1335.1899357634227,-229.70829633200864,-1568.6039151221685,880.6986239630282,7129.004512404249,-2892.3040835930155,-5161.400493313161
92,177.1309518625492,-467.9294821822964,148.90538966894988,880.4162779516394,9.213185352596504,-1731.360336223611,1411.3516575751084,5976.662038688358,95.39169684308938,-2929.0108791902026
93,-260.3305034918015,898.2738167923192,-297.2538318104162,-2615.5611541972035,422.9235390484164,3032.3681563708715,-1623.941234593547,-12760.742317130667,3565.7010847332394,9644.271519196862
94,130.6309518625492,-287.9294821822964,109.03038966894987,753.7444029516394,-16.036814647403496,-1281.360336223611,1053.3516575751084,3928.662038688358,232.2666968430894,-1249.0108791902026
95,1437.8528040518263,-4875.836601439637,1339.7699535308266,8365.730521256783,-348.75703680387767,-15381.753332903314,11153.107591163322,46817.92757983672,-1942.7624765209418,-29542.442694372625
96,155.7559518625492,-255.9294821822964,91.90538966894987,832.5256529516394,56.838185352596504,-1397.360336223611,601.1016575751086,3268.662038688358,760.0166968430893,-1965.0108791902026
97,-57.24927203259279,1007.8289617621703,-111.04015260210785,77.65780070913596,103.64996849192883,1510.8349636570372,-1843.002176757543,-3005.2789291844742,881.7843561202934,2235.6605912773252
98,314.5059518625492,-451.9294821822964,271.40538966894985,1201.9162779516394,166.3381853525965,-1734.360336223611,1314.1016575751084,8708.662038688357,764.7666968430893,-3929.0108791902026
99,-363.00519136740036,826.2743209183201,-610.2105259696369,-3318.3434249861707,519.4828422188153,4312.434005066207,-5102.914145186824,-22757.090486981844,4658.364736730344,15322.246765396147
100,-290.297140609825,994.8941078148805,-137.06964959444946,-810.8943075703627,-365.2359001623376,2709.2601560877647,-1668.4754018437386,-3146.558761790231,-4002.816544067556,29.561246941136524
